station_id,state,region,station_lat,station_lon,date,year,month,day_of_year,max_temp_c,heatwave_flag
IMD-1077,Uttar Pradesh,Indo-Gangetic Plain,26.931,81.225,2022-07-10,2022,7,191,35.0,0
IMD-1420,Gujarat,West,22.999,72.209,2022-04-09,2022,4,99,34.0,0
IMD-1547,Andhra Pradesh,South Peninsula,14.914,79.425,2021-10-20,2021,10,293,49.2,1
IMD-1762,Karnataka,South,13.905,76.066,2024-12-07,2024,12,342,42.8,0
IMD-1879,Kerala,South,12.392,77.537,2022-02-10,2022,2,41,31.0,0
IMD-1117,Uttar Pradesh,Indo-Gangetic Plain,27.321,79.67,2020-02-10,2020,2,41,39.3,0
IMD-1296,Bihar,Indo-Gangetic Plain,25.511,83.546,2021-10-04,2021,10,277,44.5,0
IMD-1442,Gujarat,West,23.43,71.82,2023-04-04,2023,4,94,31.7,0
IMD-1529,Andhra Pradesh,South Peninsula,14.837,79.41,2022-10-01,2022,10,274,46.5,0
IMD-1173,Madhya Pradesh,Central,24.246,78.752,2022-01-21,2022,1,21,41.9,0
IMD-1516,Andhra Pradesh,South Peninsula,14.739,80.155,2025-05-23,2025,5,143,34.7,0
IMD-1630,Punjab,Northwest,32.349,73.328,2023-11-28,2023,11,332,43.9,0
IMD-1108,Uttar Pradesh,Indo-Gangetic Plain,25.656,82.705,2025-08-16,2025,8,228,41.3,0
IMD-1810,Karnataka,South,15.871,77.084,2024-09-13,2024,9,257,44.9,1
IMD-1562,Andhra Pradesh,South Peninsula,17.046,78.095,2023-05-17,2023,5,137,33.4,0
IMD-1483,Haryana,Northwest,30.464,76.101,2022-03-15,2022,3,74,34.6,0
IMD-1407,Gujarat,West,22.96,72.36,2022-06-08,2022,6,159,30.8,0
IMD-1131,Uttar Pradesh,Indo-Gangetic Plain,27.613,81.73,2021-01-20,2021,1,20,45.1,0
IMD-1245,Maharashtra,West,18.909,73.74,2021-05-30,2021,5,150,31.2,0
IMD-1119,Uttar Pradesh,Indo-Gangetic Plain,26.954,81.476,2020-08-16,2020,8,229,41.8,0
IMD-1535,Andhra Pradesh,South Peninsula,14.753,80.036,2024-07-19,2024,7,201,35.9,0
IMD-1832,Tamil Nadu,South Peninsula,10.466,78.664,2024-08-18,2024,8,231,35.8,0
IMD-1545,Andhra Pradesh,South Peninsula,14.636,79.745,2021-03-14,2021,3,73,34.1,0
IMD-1534,Andhra Pradesh,South Peninsula,17.384,81.241,2025-02-14,2025,2,45,39.8,0
IMD-1323,Bihar,Indo-Gangetic Plain,23.732,85.397,2026-05-12,2026,5,132,37.0,0
IMD-1302,Bihar,Indo-Gangetic Plain,25.422,85.24,2025-05-19,2025,5,139,34.8,0
IMD-1017,Rajasthan,Northwest,26.092,74.204,2020-08-02,2020,8,215,36.4,0
IMD-1875,Kerala,South,10.45,77.03,2023-02-04,2023,2,35,35.5,0
IMD-1477,Haryana,Northwest,28.057,76.582,2022-04-03,2022,4,93,34.0,0
IMD-1658,West Bengal,East,22.426,86.99,2020-05-10,2020,5,131,32.8,0
IMD-1423,Gujarat,West,21.579,69.439,2022-04-06,2022,4,96,31.9,0
IMD-1791,Karnataka,South,15.454,74.727,2020-01-02,2020,1,2,37.6,0
IMD-1618,Punjab,Northwest,32.189,74.948,2026-09-09,2026,9,252,48.4,1
IMD-1203,Madhya Pradesh,Central,23.765,77.372,2024-12-22,2024,12,357,43.6,0
IMD-1483,Haryana,Northwest,30.464,76.101,2021-08-19,2021,8,231,36.9,0
IMD-1580,Telangana,South Peninsula,18.193,76.791,2023-11-20,2023,11,324,43.9,0
IMD-1508,Delhi,Northwest,28.489,76.76,2023-09-01,2023,9,244,45.8,0
IMD-1297,Bihar,Indo-Gangetic Plain,24.179,86.0,2025-10-20,2025,10,293,47.1,0
IMD-1193,Madhya Pradesh,Central,24.271,77.432,2021-09-08,2021,9,251,41.7,0
IMD-1394,Gujarat,West,22.323,72.46,2024-10-22,2024,10,296,48.4,0
IMD-1785,Karnataka,South,14.559,77.188,2025-08-17,2025,8,229,34.6,0
IMD-1500,Delhi,Northwest,29.765,76.272,2021-04-25,2021,4,115,33.4,0
IMD-1557,Andhra Pradesh,South Peninsula,15.914,80.297,2025-03-02,2025,3,61,39.5,0
IMD-1020,Rajasthan,Northwest,28.236,74.902,2025-08-22,2025,8,234,47.5,1
IMD-1031,Rajasthan,Northwest,25.907,75.87,2021-03-24,2021,3,83,41.1,1
IMD-1803,Karnataka,South,15.697,75.934,2026-04-29,2026,4,119,32.8,0
IMD-1188,Madhya Pradesh,Central,23.798,78.224,2024-02-19,2024,2,50,42.3,1
IMD-1221,Madhya Pradesh,Central,22.315,79.999,2021-06-09,2021,6,160,34.1,0
IMD-1554,Andhra Pradesh,South Peninsula,14.686,81.394,2024-05-27,2024,5,148,31.9,0
IMD-1485,Haryana,Northwest,30.219,76.639,2020-09-21,2020,9,265,42.8,0
IMD-1641,Punjab,Northwest,29.75,77.279,2022-02-15,2022,2,46,40.4,0
IMD-1619,Punjab,Northwest,31.659,73.38,2021-03-30,2021,3,89,31.2,0
IMD-1516,Andhra Pradesh,South Peninsula,14.739,80.155,2020-06-21,2020,6,173,32.4,0
IMD-1654,West Bengal,East,23.69,86.963,2020-10-30,2020,10,304,41.5,0
IMD-1390,Odisha,East,20.815,85.416,2025-10-14,2025,10,287,45.1,0
IMD-1748,Jharkhand,East,24.186,86.921,2020-02-05,2020,2,36,38.8,0
IMD-1023,Rajasthan,Northwest,27.658,75.159,2023-01-01,2023,1,1,52.0,1
IMD-1321,Bihar,Indo-Gangetic Plain,25.795,83.813,2022-04-10,2022,4,100,28.8,0
IMD-1021,Rajasthan,Northwest,26.754,74.228,2022-08-20,2022,8,232,42.5,0
IMD-1327,Bihar,Indo-Gangetic Plain,25.734,83.72,2022-06-24,2022,6,175,34.3,0
IMD-1068,Rajasthan,Northwest,27.849,76.127,2023-03-16,2023,3,75,40.9,0
IMD-1458,Haryana,Northwest,30.098,76.297,2024-09-17,2024,9,261,45.2,0
IMD-1466,Haryana,Northwest,28.204,76.985,2023-09-07,2023,9,250,41.5,0
IMD-1449,Haryana,Northwest,29.022,74.79,2023-01-02,2023,1,2,43.7,0
IMD-1748,Jharkhand,East,24.186,86.921,2022-09-13,2022,9,256,40.5,0
IMD-1834,Tamil Nadu,South Peninsula,9.795,77.487,2023-09-25,2023,9,268,40.4,0
IMD-1129,Uttar Pradesh,Indo-Gangetic Plain,26.936,81.298,2020-01-21,2020,1,21,42.8,0
IMD-1388,Odisha,East,21.186,85.351,2021-09-29,2021,9,272,46.2,0
IMD-1321,Bihar,Indo-Gangetic Plain,25.795,83.813,2025-07-26,2025,7,207,32.8,0
IMD-1395,Gujarat,West,20.865,70.196,2022-08-20,2022,8,232,41.9,0
IMD-1862,Tamil Nadu,South Peninsula,10.534,77.678,2022-04-18,2022,4,108,26.7,0
IMD-1753,Jharkhand,East,22.36,85.378,2023-09-09,2023,9,252,43.4,0
IMD-1885,Kerala,South,10.048,74.652,2022-09-05,2022,9,248,35.8,0
IMD-1177,Madhya Pradesh,Central,21.643,79.81,2020-02-20,2020,2,51,39.7,0
IMD-1628,Punjab,Northwest,29.747,76.134,2022-05-27,2022,5,147,33.1,0
IMD-1599,Telangana,South Peninsula,16.468,78.603,2020-08-22,2020,8,235,38.1,0
IMD-1665,West Bengal,East,23.372,88.634,2025-07-01,2025,7,182,29.4,0
IMD-1259,Maharashtra,West,19.639,75.755,2026-02-02,2026,2,33,39.9,0
IMD-1013,Rajasthan,Northwest,26.39,74.758,2023-05-27,2023,5,147,37.1,0
IMD-1231,Maharashtra,West,20.75,76.091,2021-03-11,2021,3,70,36.1,0
IMD-1386,Odisha,East,21.786,83.172,2020-06-08,2020,6,160,30.2,0
IMD-1022,Rajasthan,Northwest,27.198,75.796,2026-01-08,2026,1,8,46.4,0
IMD-1209,Madhya Pradesh,Central,23.501,77.979,2025-06-20,2025,6,171,32.9,0
IMD-1444,Gujarat,West,20.843,71.704,2020-04-19,2020,4,110,31.6,0
IMD-1519,Andhra Pradesh,South Peninsula,16.22,80.57,2023-05-20,2023,5,140,29.0,0
IMD-1159,Uttar Pradesh,Indo-Gangetic Plain,28.207,79.401,2024-05-15,2024,5,136,33.6,0
IMD-1228,Maharashtra,West,18.307,77.367,2025-05-07,2025,5,127,33.0,0
IMD-1577,Telangana,South Peninsula,18.385,79.645,2025-12-19,2025,12,353,44.9,0
IMD-1656,West Bengal,East,22.29,89.458,2025-02-15,2025,2,46,35.1,0
IMD-1440,Gujarat,West,22.462,70.753,2026-08-05,2026,8,217,43.5,1
IMD-1868,Kerala,South,10.589,76.904,2024-03-27,2024,3,87,22.8,0
IMD-1536,Andhra Pradesh,South Peninsula,15.44,79.446,2024-09-27,2024,9,271,42.0,0
IMD-1418,Gujarat,West,21.065,69.576,2022-11-16,2022,11,320,46.8,0
IMD-1145,Uttar Pradesh,Indo-Gangetic Plain,26.833,82.718,2024-06-30,2024,6,182,37.1,0
IMD-1825,Tamil Nadu,South Peninsula,11.655,78.625,2021-10-23,2021,10,296,38.1,0
IMD-1028,Rajasthan,Northwest,28.375,74.314,2024-04-17,2024,4,108,38.4,0
IMD-1497,Delhi,Northwest,28.971,78.915,2020-11-30,2020,11,335,45.5,0
IMD-1604,Telangana,South Peninsula,16.785,78.527,2026-06-10,2026,6,161,35.7,0
IMD-1566,Andhra Pradesh,South Peninsula,14.66,81.121,2021-04-07,2021,4,97,31.2,0
IMD-1214,Madhya Pradesh,Central,23.229,80.319,2021-08-26,2021,8,238,43.8,0
IMD-1541,Andhra Pradesh,South Peninsula,17.016,78.286,2020-09-10,2020,9,254,39.0,0
IMD-1412,Gujarat,West,21.203,69.957,2022-12-11,2022,12,345,42.5,0
IMD-1808,Karnataka,South,16.786,76.835,2020-01-28,2020,1,28,38.9,0
IMD-1347,Odisha,East,20.377,83.321,2024-05-23,2024,5,144,29.4,0
IMD-1517,Andhra Pradesh,South Peninsula,15.209,80.877,2026-06-18,2026,6,169,35.5,0
IMD-1672,West Bengal,East,23.166,86.933,2021-05-09,2021,5,129,26.1,0
IMD-1335,Bihar,Indo-Gangetic Plain,26.514,84.509,2023-12-12,2023,12,346,44.7,0
IMD-1272,Maharashtra,West,18.856,75.212,2024-01-27,2024,1,27,40.2,0
IMD-1551,Andhra Pradesh,South Peninsula,16.82,79.23,2021-12-02,2021,12,336,49.9,1
IMD-1223,Maharashtra,West,18.652,74.582,2025-09-22,2025,9,265,42.4,0
IMD-1351,Odisha,East,19.742,84.61,2020-12-14,2020,12,349,44.9,0
IMD-1423,Gujarat,West,21.579,69.439,2026-03-14,2026,3,73,39.0,0
IMD-1829,Tamil Nadu,South Peninsula,9.672,80.193,2020-01-24,2020,1,24,38.2,0
IMD-1203,Madhya Pradesh,Central,23.765,77.372,2023-09-22,2023,9,265,44.2,0
IMD-1153,Uttar Pradesh,Indo-Gangetic Plain,27.389,80.144,2023-06-10,2023,6,161,35.5,0
IMD-1507,Delhi,Northwest,28.416,75.699,2021-07-04,2021,7,185,33.8,0
IMD-1753,Jharkhand,East,22.36,85.378,2022-09-20,2022,9,263,42.1,0
IMD-1515,Andhra Pradesh,South Peninsula,16.516,81.427,2022-11-09,2022,11,313,50.5,1
IMD-1391,Odisha,East,20.515,84.525,2025-09-22,2025,9,265,48.9,1
IMD-1017,Rajasthan,Northwest,26.092,74.204,2020-09-02,2020,9,246,41.8,0
IMD-1524,Andhra Pradesh,South Peninsula,16.741,79.224,2020-02-09,2020,2,40,41.6,0
IMD-1877,Kerala,South,11.687,74.546,2020-03-05,2020,3,65,29.3,0
IMD-1796,Karnataka,South,14.673,75.293,2021-07-06,2021,7,187,31.7,0
IMD-1406,Gujarat,West,22.721,70.997,2022-02-07,2022,2,38,39.1,0
IMD-1332,Bihar,Indo-Gangetic Plain,24.513,83.391,2025-03-11,2025,3,70,33.8,0
IMD-1299,Bihar,Indo-Gangetic Plain,24.693,84.911,2024-05-04,2024,5,125,31.1,0
IMD-1334,Bihar,Indo-Gangetic Plain,26.39,84.207,2021-01-08,2021,1,8,39.9,0
IMD-1856,Tamil Nadu,South Peninsula,10.511,78.915,2021-06-22,2021,6,173,26.9,0
IMD-1846,Tamil Nadu,South Peninsula,11.795,79.181,2023-07-04,2023,7,185,32.8,0
IMD-1759,Jharkhand,East,23.242,86.895,2022-06-24,2022,6,175,32.5,0
IMD-1095,Uttar Pradesh,Indo-Gangetic Plain,28.193,80.818,2026-12-12,2026,12,346,48.7,0
IMD-1717,Chhattisgarh,Central,20.945,80.051,2026-06-19,2026,6,170,41.8,1
IMD-1033,Rajasthan,Northwest,27.452,72.296,2021-03-13,2021,3,72,38.9,0
IMD-1082,Uttar Pradesh,Indo-Gangetic Plain,26.275,80.947,2022-10-23,2022,10,296,45.7,0
IMD-1439,Gujarat,West,22.313,72.478,2021-11-29,2021,11,333,45.9,0
IMD-1158,Uttar Pradesh,Indo-Gangetic Plain,27.719,80.859,2022-08-17,2022,8,229,40.5,0
IMD-1684,West Bengal,East,23.632,87.508,2026-04-22,2026,4,112,34.6,0
IMD-1080,Uttar Pradesh,Indo-Gangetic Plain,25.619,82.502,2022-10-08,2022,10,281,48.5,0
IMD-1628,Punjab,Northwest,29.747,76.134,2020-02-12,2020,2,43,38.0,0
IMD-1627,Punjab,Northwest,29.786,76.946,2023-09-12,2023,9,255,42.9,0
IMD-1064,Rajasthan,Northwest,27.353,72.75,2024-05-03,2024,5,124,33.2,0
IMD-1176,Madhya Pradesh,Central,23.905,78.033,2026-12-02,2026,12,336,52.0,1
IMD-1646,West Bengal,East,21.987,87.422,2023-03-29,2023,3,88,33.7,0
IMD-1059,Rajasthan,Northwest,27.843,73.714,2023-06-04,2023,6,155,35.9,0
IMD-1854,Tamil Nadu,South Peninsula,9.991,76.773,2023-08-19,2023,8,231,40.6,1
IMD-1348,Odisha,East,21.041,86.919,2020-04-02,2020,4,93,28.2,0
IMD-1676,West Bengal,East,22.18,89.342,2025-09-08,2025,9,251,35.9,0
IMD-1031,Rajasthan,Northwest,25.907,75.87,2023-02-06,2023,2,37,42.1,0
IMD-1171,Madhya Pradesh,Central,23.681,77.69,2022-12-25,2022,12,359,46.3,0
IMD-1200,Madhya Pradesh,Central,21.432,77.55,2026-01-05,2026,1,5,49.6,1
IMD-1589,Telangana,South Peninsula,17.416,78.872,2021-08-22,2021,8,234,41.2,0
IMD-1576,Telangana,South Peninsula,17.63,77.891,2026-12-28,2026,12,362,47.4,1
IMD-1536,Andhra Pradesh,South Peninsula,15.44,79.446,2024-12-26,2024,12,361,41.4,0
IMD-1384,Odisha,East,22.061,84.533,2023-11-27,2023,11,331,46.5,0
IMD-1465,Haryana,Northwest,29.0,74.333,2026-07-08,2026,7,189,41.6,1
IMD-1225,Maharashtra,West,20.275,76.473,2025-03-21,2025,3,80,36.1,0
IMD-1398,Gujarat,West,21.281,70.833,2024-07-10,2024,7,192,35.5,0
IMD-1094,Uttar Pradesh,Indo-Gangetic Plain,26.893,82.368,2021-12-26,2021,12,360,48.3,0
IMD-1606,Telangana,South Peninsula,15.956,79.571,2023-03-13,2023,3,72,29.5,0
IMD-1187,Madhya Pradesh,Central,21.813,79.298,2021-07-01,2021,7,182,33.5,0
IMD-1180,Madhya Pradesh,Central,24.206,80.462,2023-12-22,2023,12,356,51.9,1
IMD-1363,Odisha,East,20.167,83.46,2024-02-14,2024,2,45,41.8,0
IMD-1527,Andhra Pradesh,South Peninsula,15.326,79.596,2026-12-29,2026,12,363,44.9,0
IMD-1578,Telangana,South Peninsula,17.284,80.216,2021-07-04,2021,7,185,36.0,0
IMD-1860,Tamil Nadu,South Peninsula,11.939,79.661,2024-12-02,2024,12,337,46.0,1
IMD-1586,Telangana,South Peninsula,18.76,79.585,2020-08-15,2020,8,228,37.9,0
IMD-1249,Maharashtra,West,18.685,77.061,2020-04-04,2020,4,95,29.1,0
IMD-1734,Jharkhand,East,23.3,84.261,2026-07-28,2026,7,209,40.7,1
IMD-1880,Kerala,South,12.311,74.921,2020-09-22,2020,9,266,37.9,0
IMD-1431,Gujarat,West,23.504,71.946,2021-11-24,2021,11,328,44.4,0
IMD-1704,Chhattisgarh,Central,21.757,83.787,2022-03-21,2022,3,80,38.3,0
IMD-1795,Karnataka,South,14.725,77.567,2020-04-18,2020,4,109,31.9,0
IMD-1556,Andhra Pradesh,South Peninsula,15.304,80.342,2025-11-10,2025,11,314,49.4,0
IMD-1380,Odisha,East,19.887,84.755,2021-04-28,2021,4,118,27.2,0
IMD-1700,Chhattisgarh,Central,22.724,82.795,2023-09-02,2023,9,245,42.4,0
IMD-1238,Maharashtra,West,18.966,75.328,2024-08-27,2024,8,240,45.6,1
IMD-1606,Telangana,South Peninsula,15.956,79.571,2022-11-22,2022,11,326,43.5,0
IMD-1414,Gujarat,West,23.528,70.816,2022-12-20,2022,12,354,43.8,0
IMD-1776,Karnataka,South,16.397,77.048,2022-04-19,2022,4,109,27.9,0
IMD-1093,Uttar Pradesh,Indo-Gangetic Plain,28.143,79.762,2021-02-19,2021,2,50,39.1,0
IMD-1779,Karnataka,South,14.489,77.652,2024-11-05,2024,11,310,45.5,0
IMD-1725,Chhattisgarh,Central,19.913,80.693,2025-04-18,2025,4,108,34.1,0
IMD-1432,Gujarat,West,22.353,71.928,2021-04-01,2021,4,91,34.0,0
IMD-1479,Haryana,Northwest,28.346,77.533,2025-11-13,2025,11,317,48.1,0
IMD-1127,Uttar Pradesh,Indo-Gangetic Plain,26.008,81.95,2022-06-07,2022,6,158,33.8,0
IMD-1827,Tamil Nadu,South Peninsula,11.807,78.556,2022-12-03,2022,12,337,40.4,0
IMD-1060,Rajasthan,Northwest,27.882,73.945,2024-06-07,2024,6,159,39.6,0
IMD-1681,West Bengal,East,22.488,86.681,2020-01-29,2020,1,29,39.0,0
IMD-1654,West Bengal,East,23.69,86.963,2024-06-10,2024,6,162,32.4,0
IMD-1082,Uttar Pradesh,Indo-Gangetic Plain,26.275,80.947,2021-09-02,2021,9,245,41.1,0
IMD-1318,Bihar,Indo-Gangetic Plain,25.619,86.634,2021-09-06,2021,9,249,44.8,0
IMD-1318,Bihar,Indo-Gangetic Plain,25.619,86.634,2021-03-05,2021,3,64,38.7,0
IMD-1830,Tamil Nadu,South Peninsula,10.237,76.774,2024-06-26,2024,6,178,33.6,0
IMD-1807,Karnataka,South,14.269,74.242,2020-06-26,2020,6,178,30.3,0
IMD-1578,Telangana,South Peninsula,17.284,80.216,2022-05-27,2022,5,147,26.5,0
IMD-1439,Gujarat,West,22.313,72.478,2021-09-11,2021,9,254,42.5,0
IMD-1488,Delhi,Northwest,27.999,78.369,2026-02-17,2026,2,48,43.3,0
IMD-1621,Punjab,Northwest,30.174,75.108,2020-05-02,2020,5,123,28.7,0
IMD-1839,Tamil Nadu,South Peninsula,9.864,79.05,2021-06-01,2021,6,152,24.7,0
IMD-1593,Telangana,South Peninsula,16.732,78.99,2024-01-14,2024,1,14,43.9,0
IMD-1177,Madhya Pradesh,Central,21.643,79.81,2024-07-31,2024,7,213,40.7,0
IMD-1367,Odisha,East,21.284,86.946,2021-04-15,2021,4,105,33.6,0
IMD-1177,Madhya Pradesh,Central,21.643,79.81,2025-08-13,2025,8,225,37.1,0
IMD-1641,Punjab,Northwest,29.75,77.279,2025-05-04,2025,5,124,31.6,0
IMD-1659,West Bengal,East,24.39,88.698,2021-02-12,2021,2,43,35.6,0
IMD-1678,West Bengal,East,22.851,89.252,2025-03-04,2025,3,63,34.6,0
IMD-1012,Rajasthan,Northwest,25.938,73.524,2023-08-25,2023,8,237,45.8,0
IMD-1677,West Bengal,East,21.719,89.447,2023-02-11,2023,2,42,37.4,0
IMD-1476,Haryana,Northwest,29.06,74.484,2021-05-16,2021,5,136,30.0,0
IMD-1242,Maharashtra,West,19.168,76.597,2024-01-29,2024,1,29,44.6,1
IMD-1303,Bihar,Indo-Gangetic Plain,26.535,84.839,2024-06-16,2024,6,168,32.4,0
IMD-1685,West Bengal,East,23.081,89.491,2022-08-15,2022,8,227,42.0,1
IMD-1678,West Bengal,East,22.851,89.252,2022-09-12,2022,9,255,40.7,0
IMD-1855,Tamil Nadu,South Peninsula,10.585,78.039,2021-12-24,2021,12,358,38.1,0
IMD-1142,Uttar Pradesh,Indo-Gangetic Plain,27.668,82.055,2024-11-09,2024,11,314,46.2,0
IMD-1670,West Bengal,East,21.962,87.859,2022-09-25,2022,9,268,41.3,0
IMD-1656,West Bengal,East,22.29,89.458,2022-02-15,2022,2,46,36.3,0
IMD-1389,Odisha,East,21.482,85.537,2026-12-01,2026,12,335,48.9,0
IMD-1811,Karnataka,South,14.579,74.37,2026-09-29,2026,9,272,44.7,1
IMD-1041,Rajasthan,Northwest,26.361,75.413,2023-09-01,2023,9,244,45.4,0
IMD-1118,Uttar Pradesh,Indo-Gangetic Plain,27.024,82.834,2024-02-22,2024,2,53,40.2,0
IMD-1325,Bihar,Indo-Gangetic Plain,24.622,86.492,2025-12-29,2025,12,363,47.6,0
IMD-1117,Uttar Pradesh,Indo-Gangetic Plain,27.321,79.67,2023-07-31,2023,7,212,39.3,0
IMD-1208,Madhya Pradesh,Central,24.175,79.555,2020-01-05,2020,1,5,47.7,0
IMD-1598,Telangana,South Peninsula,16.494,76.734,2022-01-30,2022,1,30,40.2,0
IMD-1526,Andhra Pradesh,South Peninsula,16.575,80.808,2026-12-29,2026,12,363,43.3,0
IMD-1317,Bihar,Indo-Gangetic Plain,26.105,86.748,2020-09-07,2020,9,251,46.4,1
IMD-1620,Punjab,Northwest,30.232,75.011,2022-01-22,2022,1,22,44.2,0
IMD-1765,Karnataka,South,14.688,75.352,2025-03-01,2025,3,60,33.0,0
IMD-1608,Telangana,South Peninsula,16.823,76.685,2026-12-10,2026,12,344,49.0,1
IMD-1470,Haryana,Northwest,29.453,76.467,2022-08-04,2022,8,216,38.2,0
IMD-1345,Odisha,East,19.717,85.635,2021-12-27,2021,12,361,46.2,0
IMD-1795,Karnataka,South,14.725,77.567,2022-02-09,2022,2,40,37.8,0
IMD-1150,Uttar Pradesh,Indo-Gangetic Plain,25.498,82.707,2022-05-18,2022,5,138,32.7,0
IMD-1227,Maharashtra,West,20.755,76.23,2024-07-04,2024,7,186,31.0,0
IMD-1823,Tamil Nadu,South Peninsula,10.426,78.079,2026-08-01,2026,8,213,39.3,0
IMD-1414,Gujarat,West,23.528,70.816,2022-03-01,2022,3,60,36.0,0
IMD-1554,Andhra Pradesh,South Peninsula,14.686,81.394,2023-02-17,2023,2,48,36.8,0
IMD-1463,Haryana,Northwest,27.803,76.786,2021-04-12,2021,4,102,33.5,0
IMD-1472,Haryana,Northwest,29.39,75.313,2023-02-26,2023,2,57,37.8,0
IMD-1383,Odisha,East,21.06,84.234,2025-05-07,2025,5,127,30.8,0
IMD-1227,Maharashtra,West,20.755,76.23,2022-01-11,2022,1,11,39.5,0
IMD-1131,Uttar Pradesh,Indo-Gangetic Plain,27.613,81.73,2024-04-27,2024,4,118,35.5,0
IMD-1408,Gujarat,West,21.94,70.574,2023-03-04,2023,3,63,42.0,1
IMD-1199,Madhya Pradesh,Central,23.032,76.938,2024-12-29,2024,12,364,44.9,0
IMD-1136,Uttar Pradesh,Indo-Gangetic Plain,26.516,80.393,2022-06-02,2022,6,153,33.8,0
IMD-1054,Rajasthan,Northwest,27.617,74.091,2022-09-19,2022,9,262,45.2,0
IMD-1628,Punjab,Northwest,29.747,76.134,2023-01-17,2023,1,17,43.6,0
IMD-1655,West Bengal,East,23.752,86.81,2022-10-23,2022,10,296,47.4,0
IMD-1882,Kerala,South,10.39,78.272,2021-02-14,2021,2,45,33.9,0
IMD-1051,Rajasthan,Northwest,25.616,74.786,2022-01-20,2022,1,20,42.9,0
IMD-1237,Maharashtra,West,20.797,74.189,2020-02-07,2020,2,38,40.9,0
IMD-1876,Kerala,South,11.762,77.812,2023-07-06,2023,7,187,30.1,0
IMD-1495,Delhi,Northwest,29.699,77.802,2026-10-02,2026,10,275,46.7,0
IMD-1214,Madhya Pradesh,Central,23.229,80.319,2021-05-01,2021,5,121,34.1,0
IMD-1580,Telangana,South Peninsula,18.193,76.791,2024-01-01,2024,1,1,44.6,0
IMD-1093,Uttar Pradesh,Indo-Gangetic Plain,28.143,79.762,2026-01-17,2026,1,17,45.4,0
IMD-1503,Delhi,Northwest,29.074,79.13,2023-05-21,2023,5,141,34.6,0
IMD-1449,Haryana,Northwest,29.022,74.79,2024-10-15,2024,10,289,44.9,0
IMD-1376,Odisha,East,20.814,84.643,2021-12-06,2021,12,340,47.3,0
IMD-1235,Maharashtra,West,19.026,76.19,2023-12-17,2023,12,351,45.5,0
IMD-1310,Bihar,Indo-Gangetic Plain,26.32,86.82,2022-07-28,2022,7,209,36.9,0
IMD-1558,Andhra Pradesh,South Peninsula,15.703,79.193,2022-07-05,2022,7,186,32.1,0
IMD-1864,Kerala,South,9.632,77.344,2021-05-13,2021,5,133,25.6,0
IMD-1166,Madhya Pradesh,Central,22.472,79.249,2025-02-21,2025,2,52,38.3,0
IMD-1652,West Bengal,East,22.805,87.744,2021-02-11,2021,2,42,39.6,0
IMD-1293,Maharashtra,West,18.403,76.882,2021-04-26,2021,4,116,29.3,0
IMD-1463,Haryana,Northwest,27.803,76.786,2026-11-03,2026,11,307,49.1,0
IMD-1506,Delhi,Northwest,27.35,78.734,2023-08-22,2023,8,234,39.8,0
IMD-1052,Rajasthan,Northwest,28.177,75.143,2021-05-09,2021,5,129,36.0,0
IMD-1817,Tamil Nadu,South Peninsula,11.644,77.052,2022-01-28,2022,1,28,37.1,0
IMD-1835,Tamil Nadu,South Peninsula,11.468,78.156,2024-09-25,2024,9,269,39.8,0
IMD-1727,Jharkhand,East,23.909,85.84,2023-02-16,2023,2,47,39.3,0
IMD-1121,Uttar Pradesh,Indo-Gangetic Plain,27.321,81.35,2021-02-25,2021,2,56,36.2,0
IMD-1702,Chhattisgarh,Central,22.589,83.811,2020-06-02,2020,6,154,28.5,0
IMD-1029,Rajasthan,Northwest,27.826,75.706,2022-09-01,2022,9,244,41.3,0
IMD-1403,Gujarat,West,23.327,72.101,2025-08-30,2025,8,242,41.0,0
IMD-1172,Madhya Pradesh,Central,23.045,78.691,2026-10-26,2026,10,299,45.0,0
IMD-1074,Uttar Pradesh,Indo-Gangetic Plain,25.481,82.874,2022-02-05,2022,2,36,37.9,0
IMD-1209,Madhya Pradesh,Central,23.501,77.979,2023-01-05,2023,1,5,43.7,0
IMD-1461,Haryana,Northwest,29.083,75.597,2022-02-24,2022,2,55,40.8,0
IMD-1139,Uttar Pradesh,Indo-Gangetic Plain,25.53,80.432,2026-08-29,2026,8,241,43.9,0
IMD-1741,Jharkhand,East,22.524,86.491,2020-07-19,2020,7,201,33.9,0
IMD-1156,Uttar Pradesh,Indo-Gangetic Plain,25.813,80.13,2020-01-07,2020,1,7,44.9,0
IMD-1352,Odisha,East,20.891,84.649,2022-06-24,2022,6,175,36.9,0
IMD-1448,Gujarat,West,22.645,69.915,2023-10-16,2023,10,289,46.4,0
IMD-1754,Jharkhand,East,24.247,83.656,2020-05-27,2020,5,148,30.3,0
IMD-1352,Odisha,East,20.891,84.649,2026-09-12,2026,9,255,42.2,0
IMD-1616,Punjab,Northwest,31.149,73.805,2023-08-05,2023,8,217,36.5,0
IMD-1855,Tamil Nadu,South Peninsula,10.585,78.039,2022-12-19,2022,12,353,40.2,0
IMD-1476,Haryana,Northwest,29.06,74.484,2023-10-15,2023,10,288,48.3,0
IMD-1672,West Bengal,East,23.166,86.933,2024-04-30,2024,4,121,30.1,0
IMD-1640,Punjab,Northwest,31.708,76.476,2025-06-15,2025,6,166,33.7,0
IMD-1362,Odisha,East,21.217,86.644,2024-01-07,2024,1,7,45.5,0
